Dataset,Algoritmo,Referência,Tempo Execução (s),Silhueta,Índice de Rand Ajustado,Raio Máximo
Raising,K-Centros 1,0.05,0.3558 ± 0.0682,0.6537 ± 0.0000,0.0423 ± 0.0000,127434.3876 ± 0.0000
Raising,K-Centros 1,0.1,0.3602 ± 0.0687,0.6537 ± 0.0000,0.0423 ± 0.0000,127434.3876 ± 0.0000
Raising,K-Centros 1,0.15,0.3801 ± 0.0886,0.6537 ± 0.0000,0.0423 ± 0.0000,127434.3876 ± 0.0000
Raising,K-Centros 1,0.2,0.3759 ± 0.0876,0.6537 ± 0.0000,0.0423 ± 0.0000,127434.3876 ± 0.0000
Raising,K-Centros 1,0.25,0.3817 ± 0.0862,0.6537 ± 0.0000,0.0423 ± 0.0000,127434.3876 ± 0.0000
