Algoritmo,Tempo Execução (s),Silhueta,Índice de Rand Ajustado,Raio Máximo
K-Centros 2,0.0006 ± 0.0000,0.5672 ± 0.0000,-0.0013 ± 0.0000,227.8358 ± 0.0000
