Dataset,Algoritmo,Referência,Tempo Execução (s),Silhueta,Índice de Rand Ajustado,Raio Máximo
Dataset Sintétido Distribuição Multivariada 4,K-Centros 1,0.05,0.5515 ± 0.1176,0.3820 ± 0.0000,0.5703 ± 0.0000,7.8139 ± 0.0000
Dataset Sintétido Distribuição Multivariada 4,K-Centros 1,0.1,0.5815 ± 0.1476,0.3820 ± 0.0000,0.5703 ± 0.0000,7.8139 ± 0.0000
Dataset Sintétido Distribuição Multivariada 4,K-Centros 1,0.15,0.5476 ± 0.1175,0.3820 ± 0.0000,0.5703 ± 0.0000,7.8139 ± 0.0000
Dataset Sintétido Distribuição Multivariada 4,K-Centros 1,0.2,0.5976 ± 0.1562,0.3820 ± 0.0000,0.5703 ± 0.0000,7.8139 ± 0.0000
Dataset Sintétido Distribuição Multivariada 4,K-Centros 1,0.25,0.5497 ± 0.1176,0.3293 ± 0.0000,0.4836 ± 0.0000,7.8333 ± 0.0000
