Dataset,Algoritmo,Referência,Tempo Execução (s),Silhueta,Índice de Rand Ajustado,Raio Máximo
Dataset Sintétido Distribuição Multivariada 8,K-Centros 1,0.05,0.2642 ± 0.0622,0.2904 ± 0.0000,0.3734 ± 0.0000,10.1586 ± 0.0000
Dataset Sintétido Distribuição Multivariada 8,K-Centros 1,0.1,0.2255 ± 0.0071,0.2904 ± 0.0000,0.3734 ± 0.0000,10.1586 ± 0.0000
Dataset Sintétido Distribuição Multivariada 8,K-Centros 1,0.15,0.2657 ± 0.0601,0.2904 ± 0.0000,0.3734 ± 0.0000,10.1586 ± 0.0000
Dataset Sintétido Distribuição Multivariada 8,K-Centros 1,0.2,0.2462 ± 0.0472,0.2904 ± 0.0000,0.3734 ± 0.0000,10.1586 ± 0.0000
Dataset Sintétido Distribuição Multivariada 8,K-Centros 1,0.25,0.2350 ± 0.0362,0.2904 ± 0.0000,0.3734 ± 0.0000,10.1586 ± 0.0000
