Dataset,Algoritmo,Referência,Tempo Execução (s),Silhueta,Índice de Rand Ajustado,Raio Máximo
Dataset Sintético Scikit Learn 2,K-Centros 1,0.05,0.1675 ± 0.0045,-1.0000 ± 0.0000,0.0000 ± 0.0000,1.8696 ± 0.0000
Dataset Sintético Scikit Learn 2,K-Centros 1,0.1,0.2613 ± 0.0723,-1.0000 ± 0.0000,0.0000 ± 0.0000,1.8696 ± 0.0000
Dataset Sintético Scikit Learn 2,K-Centros 1,0.15,0.1823 ± 0.0399,-1.0000 ± 0.0000,0.0000 ± 0.0000,1.8696 ± 0.0000
Dataset Sintético Scikit Learn 2,K-Centros 1,0.2,0.1680 ± 0.0042,-1.0000 ± 0.0000,0.0000 ± 0.0000,1.8696 ± 0.0000
Dataset Sintético Scikit Learn 2,K-Centros 1,0.25,0.2188 ± 0.0662,-1.0000 ± 0.0000,0.0000 ± 0.0000,1.8696 ± 0.0000
