Dataset,Algoritmo,Referência,Tempo Execução (s),Silhueta,Índice de Rand Ajustado,Raio Máximo
Dataset Sintétido Distribuição Multivariada 8,K-Centros 1,0.05,0.2654 ± 0.0620,0.3188 ± 0.0000,0.3841 ± 0.0000,8.1096 ± 0.0000
Dataset Sintétido Distribuição Multivariada 8,K-Centros 1,0.1,0.2256 ± 0.0057,0.3188 ± 0.0000,0.3841 ± 0.0000,8.1096 ± 0.0000
Dataset Sintétido Distribuição Multivariada 8,K-Centros 1,0.15,0.2652 ± 0.0616,0.3188 ± 0.0000,0.3841 ± 0.0000,8.1096 ± 0.0000
Dataset Sintétido Distribuição Multivariada 8,K-Centros 1,0.2,0.2446 ± 0.0495,0.3188 ± 0.0000,0.3841 ± 0.0000,8.1096 ± 0.0000
Dataset Sintétido Distribuição Multivariada 8,K-Centros 1,0.25,0.2428 ± 0.0473,0.2855 ± 0.0000,0.3643 ± 0.0000,7.2988 ± 0.0000
