Dataset,Algoritmo,Referência,Tempo Execução (s),Silhueta,Índice de Rand Ajustado,Raio Máximo
Dataset Sintético Scikit Learn 6,K-Centros 1,0.05,0.2112 ± 0.0040,0.5296 ± 0.0000,0.2336 ± 0.0000,6.4175 ± 0.0000
Dataset Sintético Scikit Learn 6,K-Centros 1,0.1,0.2509 ± 0.0544,0.5296 ± 0.0000,0.2336 ± 0.0000,6.4175 ± 0.0000
Dataset Sintético Scikit Learn 6,K-Centros 1,0.15,0.2158 ± 0.0196,0.5296 ± 0.0000,0.2336 ± 0.0000,6.4175 ± 0.0000
Dataset Sintético Scikit Learn 6,K-Centros 1,0.2,0.2463 ± 0.0543,0.5296 ± 0.0000,0.2336 ± 0.0000,6.4175 ± 0.0000
Dataset Sintético Scikit Learn 6,K-Centros 1,0.25,0.2426 ± 0.0529,0.5296 ± 0.0000,0.2336 ± 0.0000,6.4175 ± 0.0000
